nom,nom,nom,nom,num
A,S,J,O,AS,R
0,0,0,0,24138122.0,0
0,1,0,0,22695198.0,0
1,0,0,0,24138120.0,1
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138106.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
1,1,0,1,24138116.0,1
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24118512.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24131952.0,0
0,0,0,0,24138136.0,0
1,1,1,1,24131724.0,1
0,0,0,0,24138136.0,0
0,0,0,0,24138122.0,0
0,1,0,0,22695198.0,0
0,1,0,0,22695198.0,0
0,1,0,0,24138046.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138122.0,0
0,0,0,0,24138136.0,0
0,1,0,0,22695198.0,0
0,1,0,1,22695198.0,0
0,1,0,0,22695198.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138128.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24131858.0,0
0,0,0,0,24131952.0,0
0,0,0,0,24138136.0,0
0,1,0,0,22574204.0,0
0,1,0,0,22695198.0,0
0,1,0,0,22695198.0,0
0,0,0,0,24138118.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24131866.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,1,0,0,22447436.0,0
0,1,0,0,22695198.0,0
0,1,0,0,22695198.0,0
0,1,0,0,22695198.0,0
0,0,0,0,24138128.0,0
0,0,0,0,24138128.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138130.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,1,0,0,22695198.0,0
0,1,0,0,22695198.0,0
0,1,0,0,22695198.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138132.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,1,0,0,22695198.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,1,0,0,22695198.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24131952.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138128.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24131746.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24131866.0,0
0,0,0,0,24138136.0,0
0,1,0,0,22695198.0,0
0,0,0,0,24138128.0,0
0,0,0,0,24131896.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,1,0,1,24138124.0,0
0,0,0,0,24138136.0,0
0,1,0,0,24138014.0,0
0,0,0,0,24138120.0,0
0,0,0,0,24138128.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,1,0,0,22695198.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138126.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138124.0,0
0,1,0,0,24138134.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,1,0,0,22695198.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,1,0,0,22695198.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138130.0,0
0,0,0,0,24138130.0,0
0,0,0,0,24138130.0,0
0,0,0,0,23655986.0,0
0,0,0,0,24138136.0,0
0,0,0,0,23636296.0,0
0,0,0,0,23636296.0,0
0,0,0,0,24138136.0,0
0,1,0,0,22481918.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138128.0,0
0,0,0,0,24138136.0,0
0,0,0,0,23655986.0,0
0,0,0,0,24138130.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24132006.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138096.0,0
0,0,0,0,24138090.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24127212.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24131962.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138132.0,0
0,0,0,0,24138136.0,0
1,1,0,0,24137920.0,1
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24131866.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138128.0,0
0,0,0,0,23621130.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24119582.0,0
0,0,0,0,23649716.0,0
0,0,0,0,23668310.0,0
0,0,0,0,23649716.0,0
0,0,0,0,23649716.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,1,0,0,24137932.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,1,1,1,24137596.0,1
0,0,0,0,24138136.0,0
0,0,0,0,24138124.0,0
0,0,0,0,24138134.0,0
1,0,1,0,24138122.0,1
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24118584.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
0,0,0,0,24138136.0,0
1,1,0,1,24138128.0,1
0,0,1,0,24138126.0,0
1,0,0,0,24138108.0,0
